"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_renovated","zipcode","yr_old"
"19231",205,3,1,1370,10708,1,0,0,3,7,1370,0,0,98001,52
"19232",654,5,2,2960,8968,1,0,0,4,8,1640,1320,0,98008,56
"19233",200,3,1,960,213008,1,0,0,2,6,960,0,0,98024,88
"19234",700,3,2,2190,7982,2,0,0,3,8,2190,0,0,98033,17
"19235",2720,4,3,3990,18115,2,0,0,4,11,3990,0,0,98039,32
"19236",306,2,2,1200,2622,1,0,0,5,7,800,400,0,98125,65
"19237",270,3,2,1780,5015,2,0,0,NA,7,1780,0,0,98042,11
"19238",340,3,2,2630,NA,2,0,0,4,9,2630,0,0,98092,33
"19239",450,4,2,2300,19250,1,0,0,4,7,2300,0,0,98045,66
"19240",580,4,3,3210,6825,1,0,0,5,7,1810,1400,NA,98034,46
"19241",435,4,2,2290,4400,1,NA,3,3,7,1290,1000,0,98126,62
"19242",690,4,2,2780,4688,2,0,0,3,9,2780,0,0,98059,18
"19243",720,4,2,2650,11520,2,0,0,3,8,2110,540,0,98033,33
"19244",403,3,NA,1840,13020,1,0,0,3,8,1390,450,0,98052,41
"19245",440,3,3,1560,7392,1,0,NA,5,7,1030,530,0,98011,49
"19246",178.5,3,1,1200,8470,1,0,0,5,7,1200,0,0,98032,60
"19247",270,NA,2,1900,8282,1,0,0,3,7,1900,0,1997,98022,53
"19248",129.888,2,1,710,9900,1,0,0,3,6,710,0,0,98166,78
"19249",260,3,2,1360,15210,1,0,0,3,7,1360,0,0,98038,34
"19250",339.95,5,2,2990,7292,2,0,0,4,8,2990,0,0,98042,31
"19251",250,3,1,1640,26127,2,0,0,3,6,1640,0,0,98019,46
"19252",680,3,4,3650,103672,1,0,0,3,10,2050,NA,0,98031,10
"19253",660,10,3,2920,3745,2,0,0,4,7,1860,1060,0,98105,108
"19254",1225,3,4,3680,11491,2,0,2,3,11,3680,0,0,98007,22
"19255",550,3,2,1830,9152,1,0,0,5,8,1830,0,0,98006,62
"19256",675,5,3,2570,12906,2,0,0,3,8,2570,0,0,98075,34
"19257",981,3,3,2730,9588,2,0,1,3,10,1900,830,0,98052,37
"19258",168,3,1,1150,8000,2,0,0,4,6,1150,0,1957,98001,108
"19259",1000,4,3,4260,18687,2,0,0,3,11,4260,0,0,98075,25
"19260",320,3,1,1260,9600,1,0,0,3,7,1260,0,1995,98045,51
"19261",959,6,3,4440,17424,1,0,1,4,9,2220,2220,0,98040,62
"19262",372,4,1,2300,7680,1,0,0,3,7,1270,1030,0,98106,62
"19263",391.5,3,2,1920,9625,2,0,0,3,8,1920,0,0,98045,28
"19264",390,2,1,1080,4725,2,0,0,3,NA,1080,0,0,98126,77
"19265",302,2,1,890,5000,1,0,0,4,6,890,0,0,98118,74
"19266",495,3,4,1650,1577,2,0,0,3,7,1100,550,0,98109,9
"19267",504.5,3,2,1820,1545,3,0,2,3,8,1640,180,0,98103,23
"19268",555,4,2,2320,4800,2,0,0,3,7,2170,150,0,98117,103
"19269",1550,4,4,3260,5000,2,0,0,5,9,2630,630,0,98105,84
"19270",550,3,2,1730,5750,1,0,0,3,7,1250,480,0,98116,74
"19271",1800,4,2,3320,8325,2,0,0,5,10,3320,0,0,98112,116
"19272",655,1,1,1660,5422,1,0,0,4,7,830,830,0,98117,113
"19273",685,3,2,3290,90796,2,0,0,4,10,3290,0,0,98042,29
"19274",721,4,2,2280,8339,1,0,0,4,7,1220,1060,0,98115,67
"19275",1518.63,4,4,3650,5328,2,0,0,3,9,2330,1320,2014,98119,114
"19276",365,4,2,1620,219542,2,0,0,3,7,NA,0,0,98038,41
"19277",458,3,2,2020,8555,1,0,0,4,NA,1220,800,0,98125,64
"19278",280,2,1,1150,12861,1,0,0,3,6,1150,0,0,98058,62
"19279",628,4,2,1940,3060,1,0,0,4,7,1000,940,0,98115,110
"19280",781.5,4,2,3440,6332,2,0,0,3,10,3440,0,0,98059,20
"19281",295,3,2,2000,7560,1,0,NA,4,7,1300,700,0,98058,53
"19282",435,2,1,750,2786,1,0,0,5,7,750,0,0,98117,74
"19283",300,3,2,1420,7200,1,0,0,3,7,1000,420,0,98146,42
"19284",208.5,2,1,880,4814,1,0,0,4,NA,880,0,0,98010,115
"19285",930,2,2,2680,11214,1,0,0,3,9,2680,0,0,98053,15
"19286",316,2,2,860,3000,1,0,0,3,6,860,0,0,98118,115
"19287",249.9,NA,2,1310,6738,1,0,0,4,7,1310,0,0,98042,31
"19288",675,3,2,1780,4252,2,0,0,4,8,1540,240,0,98144,32
"19289",447,3,2,1440,4667,2,0,0,3,NA,1440,0,0,98029,36
"19290",675,3,2,NA,3817,2,0,0,3,8,1510,0,1994,98122,116
"19291",546,4,2,2100,1397,3,0,0,3,8,1580,520,0,98144,13
"19292",310,3,2,1310,1361,3,0,0,NA,7,1310,0,0,98133,18
"19293",190,3,1,1280,5100,1,0,0,3,7,880,400,0,98178,60
"19294",650,3,2,1320,8114,1,0,0,3,8,1320,0,0,98004,70
"19295",585,3,2,NA,2350,2,0,0,3,8,1130,610,0,98112,26
"19296",1430.8,4,2,2910,NA,2,0,0,3,10,2910,0,0,98033,18
"19297",565,4,2,2500,12090,1,0,NA,3,9,2500,0,0,98074,38
"19298",174.9,3,1,1100,6000,2,0,0,2,6,1100,0,0,98108,95
"19299",360,3,2,1381,1180,3,0,0,3,8,1381,0,0,98125,14
"19300",234,3,1,960,9624,NA,0,0,3,7,960,0,0,98155,68
"19301",575,8,3,3840,15990,1,0,0,3,7,2530,1310,0,98034,60
"19302",315,3,2,2200,5954,2,0,0,3,7,2200,0,0,98042,17
"19303",225,3,1,1250,7820,1,0,0,3,7,1250,0,0,98001,54
"19304",370,3,2,2380,14500,1,0,0,4,7,1850,530,0,98028,60
"19305",606,3,1,1500,3920,1,0,0,3,7,1000,500,0,98107,NA
"19306",272.5,3,2,1410,7622,1,0,0,4,7,1410,0,0,98058,38
"19307",475,3,2,1680,3420,1,0,0,3,7,960,NA,0,98115,29
"19308",270,3,1,1500,13500,1,0,0,4,7,1500,NA,0,98059,53
"19309",624,4,2,2710,9216,1,0,0,3,8,1440,1270,0,98126,60
"19310",355,3,2,1730,7416,2,0,0,3,7,1730,0,0,98133,67
"19311",345,3,1,960,3844,NA,0,0,3,7,960,0,0,98133,49
"19312",342,4,2,2380,NA,2,0,0,3,8,2380,0,0,98092,28
"19313",316,3,2,1120,98445,2,0,2,4,7,1120,0,0,98022,104
"19314",539.95,4,2,2960,37430,2,0,0,3,9,2960,0,0,98038,31
"19315",221.347,3,2,1580,6655,1,0,0,3,NA,790,790,0,98178,77
"19316",330,3,2,1870,4657,2,0,0,3,8,1870,0,0,98055,21
"19317",279,4,2,1810,13000,1,0,0,4,8,1470,340,0,98022,44
"19318",850,4,3,2550,3784,2,0,0,4,8,1750,800,0,98103,121
"19319",746,3,2,1910,12321,1,0,0,4,7,NA,810,0,98004,69
"19320",478,2,2,1200,1867,1,0,0,3,7,600,600,1998,98109,97
"19321",820,4,3,2420,4635,2,0,0,5,7,2420,0,0,98103,116
"19322",2160,3,4,3080,6495,2,0,3,3,11,2530,550,2006,98199,25
"19323",820,3,3,3850,38830,2,0,1,3,10,3850,0,0,98006,21
"19324",887,3,2,3000,22040,2,0,2,4,8,2470,530,0,98177,79
"19325",159,3,1,1360,20000,1,0,0,4,7,1360,0,0,98001,68
"19326",824,7,4,3670,4000,2,0,1,3,8,2800,870,0,98199,57
"19327",812,NA,2,2270,5000,2,0,0,3,9,2270,0,0,98117,7
"19328",242,4,2,1750,11400,2,0,0,4,7,1750,0,0,98023,46
"19329",625,4,2,3550,8048,2,0,0,3,9,3550,0,0,98065,14
"19330",399.888,4,1,2370,30200,2,0,0,4,7,1570,800,NA,98146,73
"19331",289,3,2,1670,6600,2,0,0,4,7,1670,0,0,98042,NA
"19332",400,3,2,1860,12944,1,0,0,3,9,1860,0,0,98058,19
"19333",1550,3,2,4460,26027,2,0,0,3,12,4460,0,0,98033,29
"19334",345,2,1,1080,4000,1,0,0,3,7,1080,0,0,98117,81
"19335",874.95,2,1,1080,4000,1,0,0,3,7,1080,0,0,98117,81
"19336",875,3,3,2280,4280,1,0,0,5,7,1280,1000,0,98103,104
"19337",628.99,4,2,2540,32647,2,0,0,NA,9,2540,0,0,98053,25
"19338",535,2,4,2560,5000,1,0,0,4,6,1280,1280,0,98107,77
"19339",770.126,NA,3,2390,9300,1,0,0,3,8,1430,960,0,98004,42
"19340",710,4,2,2870,8995,1,0,0,5,8,1870,1000,0,98006,53
"19341",465,3,2,1510,4800,1,0,2,3,7,860,650,2011,98126,96
"19342",359,3,2,2200,11520,1,0,0,4,7,NA,0,0,98133,69
"19343",151,2,NA,720,5040,1,0,0,3,4,720,0,0,98106,72
"19344",820,NA,2,2970,9600,2,0,0,3,9,2970,0,0,98006,27
"19345",160,3,2,960,6497,1,0,0,4,7,960,0,0,98023,51
"19346",535,4,2,1420,5000,2,0,0,4,7,1420,0,0,98117,76
"19347",365,3,2,1800,9010,1,0,0,3,7,1300,500,0,98155,46
"19348",708,4,NA,3090,5600,2,0,0,3,9,3090,0,0,98075,16
"19349",215,3,1,NA,7280,1,0,0,4,7,1200,0,0,98032,54
"19350",1950,4,4,4065,NA,2,0,0,4,10,4065,0,0,98039,34
"19351",390,4,2,2570,NA,2,0,0,5,7,2570,0,0,98059,63
"19352",570,3,2,1530,5401,1,0,0,4,7,1530,0,0,98115,84
"19353",383,3,2,1500,13430,1,0,0,3,7,1500,NA,0,98072,44
"19354",370,4,3,2490,5706,2,0,0,3,9,2490,0,0,98042,16
"19355",454,4,2,3040,12522,2,0,0,3,7,3040,0,0,98019,21
"19356",1400,5,3,4140,32700,1,0,4,3,10,2190,1950,0,98177,48
"19357",371,4,2,1690,10854,1,0,0,3,7,1690,0,0,98056,44
"19358",530,3,2,1430,10350,1,0,0,3,7,1430,0,0,98008,62
"19359",608,4,3,2490,9714,1,0,0,4,8,1400,1090,0,98011,38
"19360",450,3,2,1350,7200,1,0,0,5,7,1350,0,0,98125,67
"19361",780,4,2,3140,14421,2,0,0,3,10,3140,0,0,98075,27
"19362",290,4,2,2340,52272,2,0,0,2,8,2340,0,NA,98042,43
"19363",225,3,2,1610,14182,1,0,0,4,7,NA,510,0,98092,43
"19364",805,4,NA,3320,38032,2,0,0,4,10,3320,0,0,98077,30
"19365",660,3,2,2390,15669,2,0,0,3,9,2390,0,0,98011,30
"19366",299,3,2,1180,13927,1,0,0,5,7,1180,0,0,98059,59
"19367",530,2,2,1260,1312,3,NA,0,3,8,1260,0,0,98103,14
"19368",680,3,2,1800,4400,1,0,0,5,7,1350,450,0,98199,51
"19369",199.9,4,NA,1790,12000,1,0,0,5,6,1790,0,0,98001,77
"19370",224,3,NA,1760,6300,1,0,0,3,7,1060,700,0,98178,58
"19371",244,3,2,1540,8885,1,0,0,4,7,1440,100,0,98031,41
"19372",485,4,2,1260,3880,1,0,0,5,7,860,400,0,98117,103
"19373",330,4,2,2240,7589,2,0,0,3,8,2240,0,0,98030,27
"19374",509,4,2,1630,1724,2,0,0,3,6,1030,600,1970,98119,106
"19375",440,NA,2,2350,7203,2,0,0,3,8,2350,0,0,98059,32
"19376",244,3,2,1350,8587,1,0,0,3,7,1350,0,0,98022,23
"19377",399.7,NA,2,1320,4800,1,0,0,4,7,870,450,0,98106,91
"19378",519,4,2,1950,2617,2,0,0,4,7,1250,700,0,98107,111
"19379",211,4,1,2100,9200,1,0,0,3,7,1050,1050,0,98168,62
"19380",950,3,2,3480,7800,1,0,0,4,7,1750,1730,1998,98177,80
"19381",410,3,2,1830,2839,2,0,0,3,8,1830,0,0,98074,22
"19382",750,4,2,2640,5000,2,0,0,3,7,2040,600,0,98117,72
"19383",133.4,3,1,900,2550,NA,0,0,4,6,900,0,0,98023,43
"19384",240,3,2,1553,6550,1,0,0,3,7,1553,0,2001,98022,121
"19385",539,3,2,1710,2300,2,0,0,3,8,1570,140,0,98052,16
"19386",688,4,3,3400,NA,2,0,0,3,10,3400,0,0,98045,23
"19387",465,3,2,1270,5112,1,0,0,3,7,1270,0,0,98115,71
"19388",936,3,2,2960,NA,1,0,2,4,8,1480,1480,0,98116,69
"19389",620,4,2,3040,9606,2,0,0,3,7,3040,0,0,98053,NA
"19390",429.95,3,2,1430,9750,1,0,0,5,7,1430,0,0,98133,NA
"19391",296.475,3,2,1520,4170,2,0,0,3,7,1520,0,0,98038,17
"19392",330,4,2,1820,9450,1,0,0,3,7,1100,720,0,98155,59
"19393",445,3,2,1800,11200,1,0,0,3,8,1270,530,0,98052,42
"19394",846,4,3,2720,4000,2,0,1,3,10,2070,650,0,98118,7
"19395",725,4,2,1980,5850,1,0,1,4,8,1380,NA,0,98116,61
"19396",369,4,2,2550,7349,2,0,0,3,NA,2550,0,0,98023,32
"19397",625,3,2,2210,16200,1,0,0,3,8,1390,820,0,98005,63
"19398",535,3,2,2120,4080,2,0,0,3,7,2120,0,0,98053,18
"19399",229.95,4,2,1570,6717,1,0,NA,5,6,1570,0,0,98002,110
"19400",229.999,3,2,1310,6960,1,0,0,4,7,1310,0,0,98092,47
"19401",850,5,4,3150,4120,2,0,0,3,8,2460,690,2007,98115,110
"19402",589.9,4,4,3870,35889,2,0,0,3,10,2530,1340,0,98027,20
"19403",513,2,1,1840,4322,1,0,0,4,7,1160,680,0,98144,107
"19404",401,3,1,1120,8321,1,0,0,4,6,1120,0,1987,98027,80
"19405",260,3,2,1440,2500,2,0,0,3,7,1440,0,0,98146,15
"19406",525,4,NA,2300,26650,1,0,0,4,8,2300,0,0,98177,71
"19407",470,3,4,2070,11658,1,0,0,4,8,1370,700,0,98056,44
"19408",205,4,2,1420,8063,1,0,0,3,7,940,480,0,98198,59
"19409",620,3,2,2010,7495,1,0,0,4,8,1570,440,0,98027,42
"19410",229,3,2,1200,5000,1,0,0,3,6,1200,0,0,98146,42
"19411",445,2,2,1150,6634,1,0,0,3,7,860,290,0,98115,81
"19412",215,2,1,1240,7200,1,0,0,3,7,1240,0,0,98168,54
"19413",504.975,2,2,1900,NA,2,0,0,3,8,1900,0,0,98053,16
"19414",495,4,2,2350,10072,2,0,0,3,8,2350,0,0,98011,41
"19415",205,3,1,1120,8342,1,0,0,4,7,1120,0,0,98042,45
"19416",152.275,1,1,1020,NA,1,0,0,3,6,1020,0,1946,98146,84
"19417",586,4,2,1930,8338,1,0,0,3,8,1930,0,0,98125,53
"19418",779.95,2,2,2680,7625,1,0,0,3,9,2680,0,0,98053,19
"19419",557,4,2,2660,11315,2,0,0,4,8,2660,NA,0,98074,38
"19420",610,4,2,2200,7200,1,0,2,4,8,1220,980,0,98144,63
"19421",405,3,2,1010,7683,2,0,0,5,7,1010,0,0,98125,68
"19422",320,4,2,2310,7490,2,0,0,3,8,2310,0,0,98055,41
"19423",356,3,1,920,3863,1,0,0,3,6,920,0,0,98118,51
"19424",794.5,5,3,3030,4120,2,0,0,4,7,1930,1100,0,98115,108
"19425",349,3,2,1590,9620,1,0,0,3,7,1590,0,0,98059,33
"19426",549,4,2,2740,88426,2,0,0,3,7,2740,0,0,98027,30
"19427",193,3,1,NA,10761,1,0,0,4,6,960,0,0,98002,59
"19428",700,3,NA,2240,7227,2,0,1,3,9,1440,800,0,98008,44
"19429",523,NA,2,2400,6182,2,0,0,3,8,2400,0,0,98065,23
"19430",565,5,3,2860,20790,1,0,0,4,7,1800,1060,0,98155,56
"19431",500,4,2,2960,5027,2,0,0,3,7,2960,0,0,98065,21
"19432",1450,4,3,3770,4103,2,0,0,5,9,2710,1060,0,98109,96
"19433",710,6,4,3830,68825,2,0,0,3,9,3830,0,0,98027,26
"19434",333,4,2,2750,9001,1,0,0,3,8,2750,0,0,98055,13
"19435",580,3,2,2100,6874,1,0,0,3,7,1300,800,0,98115,78
"19436",289.95,4,2,1500,8400,1,0,0,3,7,1200,300,NA,98188,65
"19437",375,2,1,710,4618,1,0,1,3,5,710,0,0,98199,96
"19438",505,2,3,2770,10800,2,0,0,5,8,1910,860,0,98074,37
"19439",324.95,3,2,2050,6720,1,0,2,3,7,1050,1000,0,98178,82
"19440",490,4,2,1960,10275,2,0,0,3,7,1960,0,0,98052,56
"19441",630,4,2,1770,6000,2,0,0,5,7,1770,0,1981,98199,110
"19442",595,3,3,3290,22649,2,0,0,4,8,3290,0,0,98056,28
"19443",872.5,4,2,1990,6000,1,0,0,3,9,1260,730,2015,98199,65
"19444",490,2,1,1760,5250,1,0,2,4,7,1000,760,0,98126,70
"19445",1900,NA,3,5080,27755,2,0,0,3,11,5080,0,0,98006,20
"19446",310,2,1,1020,8102,1,0,0,3,7,1020,0,0,98056,65
"19447",450,3,1,1350,92721,1,0,0,NA,6,1200,150,0,98055,75
"19448",539,3,2,1740,12000,2,0,0,NA,9,1740,0,0,98074,47
"19449",888.55,3,2,3540,38322,2,0,0,3,10,3540,0,0,98053,32
"19450",269.95,3,2,1520,8720,1,0,0,3,7,1080,440,0,98058,40
"19451",142,0,0,290,20875,1,0,0,NA,1,290,0,0,98024,58
"19452",300,3,2,1310,9761,1,0,0,3,7,1310,0,0,98034,NA
"19453",780,2,3,3000,24004,1,0,0,3,10,2410,590,0,98005,69
"19454",545,3,2,2660,20369,2,0,0,3,8,2660,0,0,98027,29
"19455",278,3,2,2120,NA,2,0,0,3,7,2120,0,0,98042,27
"19456",342,3,2,1200,2845,2,0,0,3,7,1200,0,0,98034,35
"19457",190,4,2,1900,9861,1,0,0,4,7,1900,0,0,98038,54
"19458",387,2,2,1010,948,3,0,0,3,8,1010,0,0,98103,22
"19459",279.95,3,2,1850,7480,2,0,0,3,7,1850,0,0,98058,43
"19460",550,6,4,4520,40164,2,0,0,3,9,3580,940,2008,98031,68
"19461",439,3,2,2010,251341,2,0,0,3,8,1510,500,0,98019,18
"19462",774.888,3,2,2420,23507,1,0,0,4,8,2420,0,0,98027,52
"19463",480,5,NA,2732,9500,1,0,2,4,8,1870,862,0,98003,46
"19464",835,4,2,1910,6960,2,0,0,5,8,1910,0,0,98103,80
"19465",1500,5,4,3520,5400,2,0,0,3,9,2400,1120,0,98119,13
"19466",771,4,2,2220,3760,2,0,0,4,7,1370,850,0,98117,92
"19467",1225,4,2,2020,5800,1,0,3,4,9,1760,260,0,98199,80
"19468",600,4,2,2090,7290,1,0,0,5,NA,1420,670,0,98007,55
"19469",305,3,1,1580,7424,1,0,0,3,7,1010,570,0,98058,59
"19470",1388,5,2,2650,11340,1,0,0,3,8,2650,0,0,98004,66
"19471",216.5,3,1,1020,11652,1,0,0,4,6,1020,0,0,98188,50
"19472",370,3,2,1070,1219,2,0,0,3,7,720,350,0,98116,17
"19473",492.65,4,2,2120,9786,1,0,0,3,8,1640,480,0,98177,54
"19474",431.2,5,2,1360,10609,1,NA,0,3,7,1060,300,0,98034,55
"19475",277.5,4,2,1700,12048,2,0,0,3,7,1700,0,0,98030,31
"19476",278,5,2,1820,8712,1,0,0,5,7,1090,730,0,98032,61
"19477",351,4,1,1430,8400,1,0,0,3,6,NA,700,0,98072,52
"19478",850,4,4,4140,7089,2,0,0,3,10,3160,980,0,98034,18
"19479",885,2,2,1313,3600,1,0,0,3,8,1313,0,2012,98119,117
"19480",399.95,3,2,1590,87120,1,0,3,3,8,1590,0,0,98022,23
"19481",185,3,2,1080,9262,1,0,0,3,7,1080,0,0,98178,NA
"19482",440,5,3,2730,6000,1,0,0,3,8,1470,1260,0,98178,42
"19483",2395,4,3,3800,19798,2,NA,0,3,10,3800,0,2009,98006,52
"19484",299,3,2,2540,9961,1,0,0,4,8,1320,1220,0,98031,52
"19485",299.5,3,2,1810,34500,1,0,0,3,8,1230,580,0,98032,41
"19486",420,3,2,1540,7506,1,0,0,5,7,NA,0,0,98155,60
"19487",234,4,1,1390,18000,1,0,0,3,7,1390,0,NA,98032,66
"19488",540,2,2,1460,4800,1,0,0,5,7,850,610,0,98103,71
"19489",649.95,4,2,2350,63162,2,0,0,4,8,2350,0,0,98077,27
"19490",330,3,1,1160,7912,1,0,0,4,7,1160,0,0,98125,65
"19491",840,4,3,3500,5960,2,0,0,3,9,3500,0,0,98053,11
"19492",370,3,2,1980,6922,2,0,0,5,8,1980,0,0,98031,30
"19493",410,3,2,1250,7700,1,0,0,5,7,1250,0,0,98056,53
"19494",257,2,1,NA,7200,1,0,0,3,7,770,0,0,98125,70
"19495",350,3,1,1920,6710,1,0,0,3,7,1320,600,0,98118,62
"19496",380,2,1,1120,7560,1,0,1,3,6,1120,0,0,98177,74
"19497",344,3,1,1150,12402,1,0,0,4,6,1150,0,0,98072,52
"19498",488,3,2,1590,2550,3,0,0,3,7,1590,0,0,98117,36
"19499",465,3,1,910,3880,1,0,0,3,7,780,130,0,98117,79
"19500",229.5,2,2,1870,6625,1,0,0,3,7,960,910,0,98178,73
"19501",445,5,NA,2420,11250,2,0,0,3,8,2420,0,0,98146,8
"19502",246,4,2,2120,7110,2,0,0,3,6,2120,NA,0,98030,102
"19503",545,5,2,2730,17240,1,0,0,5,7,1660,1070,0,98028,63
"19504",518,4,2,2560,5672,2,0,1,3,8,2560,0,0,98056,16
"19505",565,4,2,2620,10016,2,0,0,3,8,2620,NA,0,98056,25
"19506",445,4,2,2760,NA,2,0,0,3,7,2760,0,0,98056,20
"19507",968,5,2,2900,9799,1,0,0,3,8,1450,1450,0,98004,62
"19508",725,3,2,1820,6324,1,0,0,5,7,910,910,0,98115,76
"19509",315.5,3,2,1870,8400,1,0,0,3,7,990,880,0,98058,44
"19510",487.585,4,2,2010,9211,1,0,0,3,7,1470,540,0,98034,44
"19511",246.5,2,1,940,6000,1,0,0,2,7,940,0,0,98148,67
"19512",819,3,2,1850,6000,2,0,0,3,8,1650,200,NA,98199,108
"19513",349.9,5,2,NA,4229,2,0,0,3,7,2530,0,0,98038,17
"19514",267,3,1,940,4700,1,0,0,4,6,940,0,0,98146,79
"19515",480,3,2,1820,15000,1,0,0,3,7,1480,340,0,98028,43
"19516",525,2,1,1510,3360,1,0,0,3,7,880,630,0,98122,97
"19517",578,4,2,2070,5415,2,0,0,3,8,2070,NA,0,98029,25
"19518",345,3,2,1380,1547,3,0,0,3,8,1380,0,0,98103,21
"19519",499,3,1,1270,6250,1,0,0,3,7,910,360,0,98116,66
"19520",425,3,2,1390,9680,1,0,0,4,7,1390,0,0,98008,65
"19521",268,4,3,1840,7510,2,0,0,5,8,1840,0,2013,98092,33
"19522",240,3,1,1600,12566,1,0,0,4,7,1600,0,0,98045,50
"19523",147,3,2,1480,9606,1,0,0,4,7,1100,380,0,98023,57
"19524",500,4,2,2120,NA,1,0,0,4,6,1770,350,0,98033,72
"19525",1010,4,3,2940,5400,2,0,2,5,8,1940,1000,0,98119,111
"19526",991.5,4,NA,3820,26895,2,0,2,3,11,3820,0,0,98072,26
"19527",510,5,2,2740,3838,1,0,0,4,7,1370,1370,0,98117,62
"19528",1980,4,4,4360,12081,2,0,0,3,10,4360,0,0,98004,14
"19529",484.998,4,2,1540,1870,2,0,0,3,8,1540,0,0,98029,7
"19530",1280,4,4,4660,17398,2,0,2,3,11,4660,0,0,98006,18
"19531",210,3,2,1590,7617,2,0,0,3,7,1590,0,0,98198,35
"19532",450,2,1,1180,10720,1,0,0,4,7,NA,0,0,98007,66
"19533",875,4,2,2360,8286,1,0,0,3,7,1320,1040,0,98004,69
"19534",529.95,4,3,1860,7500,1,0,0,5,8,1220,640,0,98056,54
"19535",415,3,2,1470,4000,1,0,0,3,7,1070,400,NA,98122,42
"19536",590,4,2,2990,12970,2,0,2,4,7,1960,1030,0,98028,73
"19537",379.95,3,2,1690,9144,1,0,0,4,7,1140,550,0,98028,65
"19538",385,1,1,660,3570,1,0,0,3,6,660,0,0,98118,115
"19539",588,3,2,2310,7620,2,0,0,3,8,2310,0,1988,98177,79
"19540",252.5,2,1,770,2191,1,0,0,3,6,770,0,0,98108,84
"19541",530,3,4,2320,3174,2,0,0,3,9,2060,260,0,98033,24
"19542",385,NA,2,1370,159865,1,0,0,3,7,1370,0,0,98072,61
"19543",419,3,2,1700,7650,1,0,0,4,7,1340,360,0,98034,46
"19544",175,2,1,960,5508,1,0,0,3,6,770,190,0,98118,70
"19545",515,2,1,1150,5664,1,0,0,3,7,870,280,0,98115,73
"19546",945,4,2,2910,4680,2,0,0,5,9,1850,1060,0,98115,84
"19547",359.9,5,NA,2290,7420,1,0,0,3,7,1290,1000,0,98058,48
"19548",419.95,4,2,2260,5164,2,0,0,3,8,2260,0,0,98056,25
"19549",460,3,2,1300,4000,1,0,0,3,7,900,400,0,98199,68
"19550",255,3,2,1850,7151,2,0,0,3,7,1850,0,0,98023,32
"19551",481,4,2,1920,9500,1,0,0,4,7,NA,450,0,98006,55
"19552",719.521,4,2,1920,9500,1,0,0,4,7,1470,450,0,98006,55
"19553",1080,3,3,4910,43560,2,0,0,4,NA,4000,910,0,98007,32
"19554",334,4,2,2210,6080,1,0,2,4,8,1410,800,0,98178,56
"19555",675,4,3,2280,3200,2,NA,0,5,8,1520,760,0,98105,90
"19556",556,3,2,1640,NA,1,0,0,3,7,1090,550,0,98126,73
"19557",900,4,2,1980,7200,2,0,3,3,8,1700,280,0,98119,111
"19558",400,3,1,900,4084,2,0,0,3,7,900,0,0,98117,111
"19559",724.95,4,2,1960,4340,1,0,0,5,8,980,980,0,98117,109
"19560",321,4,2,1800,NA,2,0,0,4,8,1800,0,0,98031,17
"19561",1356.92,4,4,4270,5800,2,0,3,5,NA,3170,1100,0,98199,84
"19562",171,4,2,1520,19672,1,0,0,3,6,1020,500,0,98188,101
"19563",1360,4,3,5430,108900,2,0,0,4,10,5430,0,0,98053,34
"19564",323,3,2,1950,15037,1,0,0,3,7,1950,0,0,98014,32
"19565",491.5,4,2,2190,125452,1,0,2,3,9,2190,0,0,98092,53
"19566",226,4,2,1200,10890,1,0,0,5,7,1200,0,NA,98042,49
"19567",580,6,2,2180,4000,2,0,0,4,7,1380,800,0,98105,95
"19568",640,4,2,2320,11259,2,0,0,3,9,2320,0,0,98004,39
"19569",619.79,3,2,1040,5097,1,0,0,4,7,800,240,0,98199,77
"19570",383.962,4,2,2700,6998,2,0,0,3,8,2700,0,0,98188,20
"19571",373,3,2,1400,2445,1,0,0,3,7,840,560,0,98144,19
"19572",541.338,3,2,2060,8123,2,0,0,3,8,1010,1050,0,98052,44
"19573",254.922,2,1,780,8160,1,0,0,4,6,780,0,0,98133,68
"19574",575,3,2,2400,5000,2,0,NA,4,7,1440,960,0,98117,95
"19575",650,NA,3,2900,15535,1,0,2,4,7,1870,1030,0,98008,60
"19576",269.95,3,2,1740,9547,1,0,0,4,7,1740,0,0,98055,59
"19577",270.95,2,1,780,6250,1,0,0,3,6,780,0,0,98168,79
"19578",495,3,3,2430,14861,1,0,0,3,9,1530,900,0,98028,33
"19579",794.154,4,2,2210,8556,1,0,1,4,8,1210,1000,0,98199,67
"19580",340.768,3,2,1510,11200,1,0,0,4,8,1510,0,0,98003,61
"19581",375,2,1,900,5413,1,0,0,3,7,900,0,0,98125,74
"19582",820,4,2,3670,7000,2,0,0,3,10,3670,0,0,NA,16
"19583",555,2,2,1160,954,2,0,0,NA,8,960,200,0,98105,7
"19584",312.5,2,2,1070,1200,2,0,0,3,7,1070,0,0,98103,22
"19585",450,2,1,950,4560,2,0,0,3,7,950,0,0,98112,96
"19586",739,3,3,2950,6667,2,0,0,3,9,2950,0,0,98029,18
"19587",320,3,2,1420,1716,2,NA,0,3,7,1050,370,0,98155,18
"19588",235,3,1,1590,13000,2,0,0,3,6,1590,0,0,98166,77
"19589",275.5,4,1,1290,5000,2,0,0,3,7,1290,0,0,98146,64
"19590",564,2,2,1690,4500,1,0,0,3,8,1690,0,0,98053,17
